G11,GPS,20840567361914.848
G05,GPS,21101068426881.461
G02,GPS,21463725732507.285
C11,BDS,21604248707655.027
G06,GPS,22280579939043.688
C21,BDS,23066386282175.812
C12,BDS,23226498609716.836
E12,Galileo,24049472583078.660
E19,Galileo,25072828655692.781
C33,BDS,25173558162215.164
E04,Galileo,26414196869935.965
E24,Galileo,27105377861749.078
